testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	time	group	V4	interaction	testStat	signedTestStat	pvalue	adjpvalue
57381	chr12	122207778	122267423	-	AC048338.1	12	-8.47161025971925	0.274243220240087	-0.267707340074967	1.61316777185169	0	0	0	1	1
57386	chr12	122252861	122267416	-	VPS33A	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57387	chr12	122271431	122423588	-	CLIP1	12	-8.47124056757827	0.274182457559999	-0.268137483541675	0.241067887890855	0	0	0	1	1
57410	chr12	122751823	122770070	+	DENR	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57417	chr12	122834456	122862961	+	HIP1R	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57419	chr12	122864334	122867021	+	AC027290.2	12	-8.47130869442368	0.274251832126945	-0.268010572019884	-0.0318595854509608	0	0	0	1	1
57421	chr12	122920950	122967460	-	ABCB9	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57474	chr12	123382772	123409351	+	KMT5A	12	-8.47130438111138	0.274247439962184	-0.267992025111195	-0.233771972434384	0	0	0	1	1
57486	chr12	123583551	123598582	+	TMED2	12	-8.47133750821597	0.274281172177765	-0.267963257020771	-0.254428031184132	0	0	0	1	1
57495	chr12	123632738	123662603	+	GTF2H3	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57499	chr12	123654527	123656128	+	AC117503.2	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57503	chr12	123711352	123761755	+	ATP6V0A2	12	-8.47130064564161	0.274243636185994	-0.268057345525127	0.112923057390707	0	0	0	1	1
57522	chr12	123972122	124015422	+	ZNF664	12	-8.47127478791087	0.274258336870548	-0.268071463699443	-0.204508895921864	0	0	0	1	1
57562	chr12	124946825	124990131	-	DHX37	12	-8.47133120825121	0.274274757224815	-0.267951978401356	-0.236473637140344	0	0	0	1	1
57563	chr12	124992644	125031231	+	BRI3BP	12	-8.47130366453344	0.27424671026814	-0.268022419090258	0.038905580331626	0	0	0	1	1
57567	chr12	125064434	125143316	+	AACS	12	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
57591	chr12	126190150	126434227	+	AC007368.1	12	-8.4713380940046	0.27428176873375	-0.267939730182431	-0.111114987838501	0	0	0	1	1
57602	chr12	126628171	126691322	-	AC006065.3	12	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
57603	chr12	126652965	126691318	-	AC006065.4	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57613	chr12	126729786	126773411	-	LINC00944	12	-8.47130438111138	0.274247439962186	-0.267992025111198	-0.233771972434383	0	0	0	1	1
57639	chr12	127324163	127341109	-	LINC02375	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57644	chr12	127485937	127533242	+	AC068787.2	12	-8.47130366453344	0.27424671026814	-0.268022419090258	0.038905580331626	0	0	0	1	1
57673	chr12	128793193	128824958	-	SLC15A4	12	-8.47130596639029	0.274249054238471	-0.267964304214521	-0.233786654519551	0	0	0	1	1
57717	chr12	130789599	130840250	-	STX2	12	-8.47125925750585	0.274246194866549	-0.26806398033998	-0.33428025315058	0	0	0	1	1
57719	chr12	130809605	130812438	+	AC073912.2	12	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
57774	chr12	131928199	131943859	+	PUS1	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57782	chr12	132077802	132081460	-	AC137590.1	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57786	chr12	132143456	132152468	+	NOC4L	12	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57826	chr12	132686586	132704985	+	PXMP2	12	-8.47115350931676	0.274093797462008	-0.268278315697547	0.418726276547344	0	0	0	1	1
57828	chr12	132687048	132714912	+	AC135586.2	12	-8.47119444400978	0.274135486199638	-0.26832822924279	0.356623900276768	0	0	0	1	1
57833	chr12	132725502	132762832	-	ANKLE2	12	-8.47133589252715	0.274245545432394	-0.267986114378064	0.359141431069468	0	0	0	1	1
57836	chr12	132768913	132829864	-	GOLGA3	12	-8.47134920117843	0.274293078401198	-0.268162755732821	1.13809558625076	0	0	0	1	1
57840	chr12	132832356	132888598	-	CHFR	12	-8.47133657049238	0.27428021732975	-0.267992242702503	-0.263278892975986	0	0	0	1	1
57862	chr12	133078837	133107544	+	ZNF140	12	-8.47129640017156	0.274239313024045	-0.268131583565122	0.45970969882625	0	0	0	1	1
57869	chr12	133129626	133156968	+	ZNF10	12	-8.47130172093962	0.274244731149473	-0.268038542327742	0.112913098426275	0	0	0	1	1
57873	chr12	133180408	133193537	+	ZNF268	12	-8.47129681598911	0.274259959700471	-0.268052511501384	-0.0660801512355961	0	0	0	1	1
57888	chr13	18194296	18232024	+	FAM230C	13	-8.47130326434934	0.274246302663732	-0.268218553980603	0.378301911978333	0	0	0	1	1
57913	chr13	19632658	19673441	+	MPHOSPH8	13	-8.47130366453344	0.27424671026814	-0.268022419090258	0.038905580331626	0	0	0	1	1
57923	chr13	19957669	20091829	+	ZMYM2	13	-8.47130438111138	0.274247439962186	-0.267992025111198	-0.233771972434383	0	0	0	1	1
57943	chr13	20403666	20526865	-	CRYL1	13	-8.47128936329452	0.274275441966783	-0.26808930931258	-0.157555723243647	0	0	0	1	1
57958	chr13	20777328	20903810	-	XPO4	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
57960	chr13	20973035	21062586	-	LATS2	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
57982	chr13	21492690	21605170	-	MICU2	13	-8.47133750821596	0.274281172177763	-0.267963257020773	-0.254428031184132	0	0	0	1	1
58000	chr13	23328829	23434701	-	SACS	13	-8.47130366453344	0.274246710268142	-0.268022419090261	0.0389055803316293	0	0	0	1	1
58013	chr13	23730188	23890400	-	MIPEP	13	-8.47130438111122	0.274247439962146	-0.267992025111242	-0.233771972434401	0	0	0	1	1
58045	chr13	24882278	24923861	-	CENPJ	13	-8.47133657049308	0.274280217330324	-0.267992242702614	-0.263278892976289	0	0	0	1	1
58057	chr13	25246200	25289009	-	MTMR6	13	-8.47183740719253	0.27166737259462	-0.262601345941991	1.13835021034085	0	0	0	1	1
58062	chr13	25370973	26025851	+	ATP8A2	13	-8.47130438111138	0.274247439962184	-0.267992025111195	-0.233771972434384	0	0	0	1	1
58073	chr13	26253128	26405238	+	CDK8	13	-8.47129099670896	0.274256390661947	-0.268051566074962	-0.168598722189044	0	0	0	1	1
58076	chr13	26556682	26688948	+	WASF3	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58084	chr13	27066155	27172811	-	USP12	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58101	chr13	27423618	27435823	+	GTF3A	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58102	chr13	27435642	27451564	-	MTIF3	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58108	chr13	27619918	27667353	+	POLR1D	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58153	chr13	29509413	29596688	-	SLC7A1	13	-8.47129099670896	0.27425639066192	-0.268051566074904	-0.168598722189016	0	0	0	1	1
58167	chr13	30202629	30308551	-	KATNAL1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58181	chr13	30458746	30618597	-	HMGB1	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58186	chr13	30465116	30482312	+	AL353648.1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58187	chr13	30616919	30660766	+	USPL1	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58207	chr13	31134972	31162904	-	HSPH1	13	-8.47130157845595	0.274244586071441	-0.267956746676131	-0.207238043547517	0	0	0	1	1
58213	chr13	31738525	31803389	+	RXFP2	13	-8.47132043508241	0.274230032696568	-0.267972169397994	0.178145294613848	0	0	0	1	1
58216	chr13	31845712	32299105	+	FRY	13	-8.47130438111122	0.274247439962145	-0.267992025111244	-0.233771972434401	0	0	0	1	1
58226	chr13	32314473	32400266	+	BRCA2	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58252	chr13	32585451	32778019	+	PDS5B	13	-8.47130438111138	0.274247439962184	-0.267992025111195	-0.233771972434384	0	0	0	1	1
58256	chr13	33015422	33066143	+	KL	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58261	chr13	33270413	33281328	+	STARD13-AS	13	-8.47125925750585	0.274246194866549	-0.26806398033998	-0.33428025315058	0	0	0	1	1
58279	chr13	33817068	33966558	+	RFC3	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58285	chr13	34346985	34616216	+	LINC02343	13	-8.47130479976613	0.274219723050573	-0.267968264199554	0.095862638036649	0	0	0	1	1
58289	chr13	34624513	34697612	-	AL161716.1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58292	chr13	34941286	35672735	+	NBEA	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58318	chr13	36301637	36347394	-	SPART	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58323	chr13	36345431	36369525	+	SPART-AS1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58355	chr13	37632062	37870772	-	TRPC4	13	-8.47130848100914	0.274251614851689	-0.268015113642837	-0.0321477867573366	0	0	0	1	1
58367	chr13	38053768	38351259	-	LINC00571	13	-8.47130438111138	0.274247439962186	-0.267992025111198	-0.233771972434383	0	0	0	1	1
58375	chr13	38686076	38887131	+	FREM2	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58388	chr13	39342891	39604193	-	LHFPL6	13	-8.47130366453344	0.274246710268142	-0.268022419090261	0.0389055803316293	0	0	0	1	1
58389	chr13	39654626	39791665	+	COG6	13	-8.47125925750585	0.274246194866549	-0.26806398033998	-0.33428025315058	0	0	0	1	1
58395	chr13	40079105	40274509	-	LINC00598	13	-8.47130078906432	0.274271980329172	-0.268071322329908	-0.135345920485125	0	0	0	1	1
58426	chr13	41216368	41264576	-	MTRF1	13	-8.47137118354175	0.274315461445565	-0.267935526429452	-0.258099263810794	0	0	0	1	1
58437	chr13	41566834	41962109	-	VWA8	13	-8.47137118354177	0.274315461445659	-0.267935526429677	-0.258099263810802	0	0	0	1	1
58443	chr13	42039035	42229755	+	DGKH	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58449	chr13	42271151	42323261	+	AKAP11	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58461	chr13	42886387	42993230	-	EPSTI1	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58472	chr13	43836351	43880740	-	CCDC122	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58474	chr13	43878283	43893931	+	LACC1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58504	chr13	44650811	44701016	+	LINC00407	13	-8.47130366453344	0.274246710268142	-0.268022419090261	0.0389055803316293	0	0	0	1	1
58505	chr13	44684486	44716393	-	AL356515.1	13	-8.47130366453344	0.274246710268142	-0.268022419090261	0.0389055803316293	0	0	0	1	1
58507	chr13	44939248	44990471	-	NUFIP1	13	-8.47130078906432	0.274271980329172	-0.268071322329908	-0.135345920485125	0	0	0	1	1
58552	chr13	45777241	45852753	-	SIAH3	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58553	chr13	45954464	46053746	-	ZC3H13	13	-8.47130438111138	0.274247439962184	-0.267992025111195	-0.233771972434384	0	0	0	1	1
58570	chr13	46341999	46388500	-	RUBCNL	13	-8.47130366453344	0.274246710268142	-0.268022419090261	0.0389055803316293	0	0	0	1	1
58599	chr13	46771255	46798161	-	ESD	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58614	chr13	47945052	47956830	+	AL157369.1	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58646	chr13	48974966	48977867	-	AL161421.1	13	-8.47133120825211	0.274274757225026	-0.267951978400932	-0.236473637140357	0	0	0	1	1
58648	chr13	48975068	49146847	+	FNDC3A	13	-8.47133750821596	0.274281172177763	-0.267963257020773	-0.254428031184132	0	0	0	1	1
58655	chr13	49308649	49402599	-	CAB39L	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58661	chr13	49443373	49495003	+	SETDB2	13	-8.47130366453344	0.274246710268142	-0.268022419090261	0.0389055803316293	0	0	0	1	1
58669	chr13	49531945	49568323	-	RCBTB1	13	-8.47130366453344	0.274246710268142	-0.268022419090261	0.0389055803316293	0	0	0	1	1
58677	chr13	49699319	49793682	-	KPNA3	13	-8.47130881353265	0.274167462950035	-0.267865200460328	0.231177209910812	0	0	0	1	1
58681	chr13	49912701	49937340	-	SPRYD7	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58703	chr13	50074569	50075653	+	AL137060.8	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58706	chr13	50081170	50528534	+	DLEU1	13	-8.47131412485467	0.274245729906948	-0.268008231701166	0.0713387920075679	0	0	0	1	1
58753	chr13	51361564	51454207	-	INTS6	13	-8.47132327459428	0.274266678706984	-0.267987251025091	-0.126502456357393	0	0	0	1	1
58758	chr13	51451363	51554678	+	INTS6-AS1	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58770	chr13	51583461	51767709	+	WDFY2	13	-8.47130848100914	0.274251614851689	-0.268015113642837	-0.0321477867573366	0	0	0	1	1
58772	chr13	51593918	51595215	-	RN7SL413P	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58802	chr13	52132638	52160560	-	NEK3	13	-8.47129099670896	0.27425639066192	-0.268051566074904	-0.168598722189016	0	0	0	1	1
58807	chr13	52167708	52292557	-	AL158066.1	13	-8.47130078906426	0.274271980329151	-0.268071322330205	-0.135345920485128	0	0	0	1	1
58810	chr13	52377166	52407172	-	THSD1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58816	chr13	52454774	52456331	-	AL359513.1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58826	chr13	52651838	52687872	+	SUGT1	13	-8.47132327459408	0.274266678706887	-0.267987251025415	-0.126502456357248	0	0	0	1	1
58834	chr13	53099396	53152914	-	LINC01065	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58885	chr13	60011750	60044357	+	DIAPH3-AS1	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58890	chr13	60395456	60573878	+	TDRD3	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58942	chr13	67120080	67156624	+	AL160254.1	13	-8.47129099670896	0.27425639066192	-0.268051566074904	-0.168598722189016	0	0	0	1	1
58944	chr13	67325176	67379994	+	LINC00364	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58945	chr13	67577623	67788804	-	AL512452.1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
58962	chr13	71437965	71868192	-	DACH1	13	-8.47129099670896	0.27425639066192	-0.268051566074904	-0.168598722189016	0	0	0	1	1
58972	chr13	72726748	72756198	+	BORA	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
58994	chr13	73799073	73802203	+	AL138713.1	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
59006	chr13	75283502	75368015	-	TBC1D4	13	-8.47130366453344	0.27424671026814	-0.268022419090258	0.038905580331626	0	0	0	1	1
59016	chr13	75548479	75606020	+	UCHL3	13	-8.47130438111122	0.274247439962145	-0.267992025111244	-0.233771972434401	0	0	0	1	1
59021	chr13	75619433	75859868	+	LMO7	13	-8.47128936329452	0.274275441966783	-0.26808930931258	-0.157555723243647	0	0	0	1	1
59034	chr13	76552806	76847524	-	AL136441.1	13	-8.47129099670896	0.274256390661947	-0.268051566074962	-0.168598722189044	0	0	0	1	1
59037	chr13	76832838	76846594	+	AL365394.1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59042	chr13	76989659	77005117	+	CLN5	13	-8.47128102821345	0.274246010366041	-0.268041859931723	-0.334258297942463	0	0	0	1	1
59046	chr13	76991077	77078025	+	AC001226.2	13	-8.47127478791087	0.274258336870548	-0.268071463699443	-0.204508895921864	0	0	0	1	1
59052	chr13	77005259	77028159	-	FBXL3	13	-8.47129099670896	0.274256390661947	-0.268051566074962	-0.168598722189044	0	0	0	1	1
59058	chr13	77074513	77087778	+	MYCBP2-AS1	13	-8.47130438111122	0.274247439962146	-0.267992025111242	-0.233771972434401	0	0	0	1	1
59079	chr13	77895480	77920768	-	EDNRB	13	-8.47130078906432	0.274271980329172	-0.268071322329908	-0.135345920485125	0	0	0	1	1
59086	chr13	77918688	78584162	+	OBI1-AS1	13	-8.47133807905608	0.274214235340697	-0.267924583804595	0.178169914007619	0	0	0	1	1
59089	chr13	77979816	77990459	-	LINC01069	13	-8.47134987585824	0.27420367331835	-0.26789276837155	0.381048311278621	0	0	0	1	1
59101	chr13	78614288	78660155	-	OBI1	13	-8.47130438111122	0.274247439962145	-0.267992025111244	-0.233771972434401	0	0	0	1	1
59104	chr13	79318867	79407221	-	RBM26	13	-8.47132516374223	0.274179718228331	-0.267872077758642	0.203672104607825	0	0	0	1	1
59121	chr13	79871613	79918036	+	LINC00382	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59122	chr13	79941530	80075640	-	AL158064.1	13	-8.47130438111122	0.274247439962146	-0.267992025111242	-0.233771972434401	0	0	0	1	1
59130	chr13	80697176	81018737	-	AL590807.1	13	-8.4713047997668	0.274219723050734	-0.267968264199335	0.0958626380367118	0	0	0	1	1
59136	chr13	81249437	81302407	+	AL353633.1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59138	chr13	82778207	83103335	-	AL445255.1	13	-8.47130438111122	0.274247439962145	-0.267992025111244	-0.233771972434401	0	0	0	1	1
59147	chr13	84085801	84448603	+	AL162493.1	13	-8.47133657049308	0.274280217330324	-0.267992242702614	-0.263278892976289	0	0	0	1	1
59161	chr13	87422492	87458407	+	AL360267.2	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59227	chr13	94154192	94188991	-	GPC6-AS1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59231	chr13	94574053	94597152	-	TGDS	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59232	chr13	94600856	94634661	+	GPR180	13	-8.47128102821345	0.274246010366039	-0.26804185993172	-0.334258297942464	0	0	0	1	1
59240	chr13	94960770	95008420	-	AL139381.1	13	-8.47130848100916	0.274251614851673	-0.268015113642798	-0.0321477867573244	0	0	0	1	1
59261	chr13	95801579	96054401	-	UGGT2	13	-8.47130078906426	0.274271980329154	-0.268071322330208	-0.135345920485129	0	0	0	1	1
59267	chr13	96089838	96839562	+	HS6ST3	13	-8.471290996709	0.274256390661958	-0.268051566074982	-0.168598722189033	0	0	0	1	1
59276	chr13	97220433	97394120	+	MBNL2	13	-8.47125645112791	0.274259610046991	-0.268092213652332	-0.228059631651129	0	0	0	1	1
59293	chr13	98141561	98449773	+	FARP1	13	-8.47132643200548	0.274269893741843	-0.268092585658429	0.732341593500041	0	0	0	1	1
59299	chr13	98203834	98205192	-	RN7SKP8	13	-8.47132643200548	0.274269893741843	-0.268092585658429	0.732341593500041	0	0	0	1	1
59304	chr13	98445184	98577863	-	STK24	13	-8.47127478791101	0.274258336870346	-0.268071463699108	-0.204508895921572	0	0	0	1	1
59310	chr13	98793428	99017052	-	DOCK9	13	-8.47130040068917	0.274243386753599	-0.267985261770792	-0.185834270684526	0	0	0	1	1
59321	chr13	99199853	99386504	+	UBAC2	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59358	chr13	100088014	100530432	+	PCCA	13	-8.47130869442428	0.274251832127198	-0.268010572019934	-0.0318595854509723	0	0	0	1	1
59373	chr13	101053775	101417508	-	NALCN	13	-8.47130596639016	0.274249054238486	-0.26796430421458	-0.233786654519604	0	0	0	1	1
59381	chr13	101716563	101723106	+	AL160153.1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59408	chr13	102798109	102875994	+	BIVM-ERCC5	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59447	chr13	105950397	106065069	-	AL138701.2	13	-8.47130366453325	0.27424671026817	-0.268022419090469	0.038905580331615	0	0	0	1	1
59448	chr13	106232130	106372082	-	AL139379.1	13	-8.47133657049351	0.274280217330319	-0.267992242702398	-0.263278892976215	0	0	0	1	1
59451	chr13	106489744	106536662	-	EFNB2	13	-8.47131836761523	0.274261682063628	-0.267984629977206	-0.140990584734908	0	0	0	1	1
59466	chr13	107163509	107868496	-	FAM155A	13	-8.47128102821345	0.274246010366039	-0.26804185993172	-0.334258297942464	0	0	0	1	1
59478	chr13	108217391	108234243	+	ABHD13	13	-8.47130438111254	0.27424743996266	-0.267992025111157	-0.233771972434299	0	0	0	1	1
59485	chr13	108595151	109207997	+	MYO16	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59497	chr13	109752694	109787583	-	IRS2	13	-8.47132968236009	0.274273203463518	-0.267979820236817	-0.237475818633074	0	0	0	1	1
59511	chr13	110148962	110308157	-	COL4A1	13	-8.47128102821345	0.274246010366039	-0.26804185993172	-0.334258297942464	0	0	0	1	1
59515	chr13	110306283	110513209	+	COL4A2	13	-8.47129906062478	0.274242022167682	-0.268085061813431	0.31575714938185	0	0	0	1	1
59522	chr13	110614459	110639993	+	NAXD	13	-8.47133657049305	0.274280217330345	-0.267992242702438	-0.26327889297638	0	0	0	1	1
59531	chr13	110878539	110916069	-	ANKRD10	13	-8.47130366453325	0.27424671026817	-0.268022419090469	0.038905580331615	0	0	0	1	1
59533	chr13	110894638	110900172	-	ANKRD10-IT1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59542	chr13	111121651	111144264	+	ARHGEF7-IT1	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59569	chr13	112485010	112589153	-	TUBGCP3	13	-8.47128102821345	0.274246010366039	-0.26804185993172	-0.334258297942464	0	0	0	1	1
59628	chr13	113455818	113491691	-	DCUN1D2	13	-8.47133120825123	0.274274757224817	-0.267951978401323	-0.236473637140349	0	0	0	1	1
59630	chr13	113467900	113476135	+	DCUN1D2-AS	13	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59632	chr13	113490020	113550229	+	TMCO3	13	-8.47133657049351	0.274280217330319	-0.267992242702398	-0.263278892976215	0	0	0	1	1
59644	chr13	113820548	113865076	-	GAS6	13	-8.47130438111111	0.274247439962128	-0.267992025111307	-0.233771972434406	0	0	0	1	1
59652	chr13	113887305	113923512	+	LINC00452	13	-8.47138651880876	0.274331075953775	-0.267910001950625	-0.147893926042744	0	0	0	1	1
59656	chr13	113977782	114133623	-	RASA3	13	-8.47132713302971	0.274270607623072	-0.26798598350083	-0.0852685497465605	0	0	0	1	1
59670	chr13	114272827	114273908	+	MIR4502	13	-8.47124757136816	0.274189589868841	-0.2681252612226	0.221436203400846	0	0	0	1	1
59672	chr13	114280600	114305817	+	UPF3A	13	-8.47136440672285	0.274308561171832	-0.267923319849083	-0.247022534227995	0	0	0	1	1
59675	chr13	114313502	114327322	+	CHAMP1	13	-8.47130453315088	0.27424759476725	-0.268025096088751	0.0389082414484503	0	0	0	1	1
59677	chr13	114329558	114334948	-	LINC01054	13	-8.47130438111254	0.274247439962649	-0.267992025111131	-0.233771972434299	0	0	0	1	1
59742	chr14	20286226	20306951	-	TTC5	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59744	chr14	20311367	20334010	-	CCNB1IP1	14	-8.47133657049351	0.274280217330319	-0.267992242702398	-0.263278892976215	0	0	0	1	1
59759	chr14	20365666	20414501	-	TEP1	14	-8.47128102821345	0.274246010366039	-0.26804185993172	-0.334258297942464	0	0	0	1	1
59766	chr14	20454190	20457772	+	APEX1	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59861	chr14	21107042	21116703	+	AL161668.1	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59888	chr14	21351475	21385019	-	SUPT16H	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
59891	chr14	21385193	21438245	-	CHD8	14	-8.47128102821345	0.274246010366039	-0.26804185993172	-0.334258297942464	0	0	0	1	1
59971	chr14	22380679	22483959	-	AC244502.1	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
60036	chr14	22532496	22533560	+	TRAJ10	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
60048	chr14	22564906	22590224	-	DAD1	14	-8.47132643200549	0.274269893741804	-0.26809258565837	0.732341593500035	0	0	0	1	1
60055	chr14	22701475	22767457	-	AL160314.2	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
60072	chr14	22828882	22835037	+	MRPL52	14	-8.47128748027819	0.274271309988356	-0.268083360524878	-0.0933414878724203	0	0	0	1	1
60082	chr14	22835584	22847758	+	MMP14	14	-8.471290996709	0.274256390661958	-0.268051566074982	-0.168598722189033	0	0	0	1	1
60089	chr14	22893203	22920149	-	RBM23	14	-8.47141545343841	0.273990566266392	-0.267423304142884	0.428789603075341	0	0	0	1	1
60095	chr14	22920524	22930401	-	PRMT5	14	-8.47130366453325	0.27424671026817	-0.268022419090469	0.038905580331615	0	0	0	1	1
60102	chr14	22928606	22956374	+	AL132780.1	14	-8.47130330608924	0.274246345297156	-0.268010823734487	-0.0309860421767637	0	0	0	1	1
60103	chr14	22946227	22958094	-	HAUS4	14	-8.47130172093961	0.274244731149446	-0.268038542327689	0.112913098426269	0	0	0	1	1
60112	chr14	22971176	22983551	-	AJUBA	14	-8.47129099670898	0.274256390661975	-0.268051566075035	-0.16859872218906	0	0	0	1	1
60124	chr14	23025855	23035900	-	PSMB5	14	-8.47128102821345	0.274246010366039	-0.26804185993172	-0.334258297942464	0	0	0	1	1
60137	chr14	23058566	23096153	-	ACIN1	14	-8.47133276057441	0.274276337897365	-0.267924184062275	-0.235910790166121	0	0	0	1	1
60147	chr14	23125294	23184660	-	SLC7A8	14	-8.47130438111111	0.274247439962128	-0.267992025111307	-0.233771972434406	0	0	0	1	1
60158	chr14	23272421	23287132	-	HOMEZ	14	-8.47130279603425	0.274245825889269	-0.268019742456334	0	0	0	0	1	1
60163	chr14	23305834	23325369	+	BCL2L2-PABPN1	14	-8.47129099670898	0.274256390661975	-0.268051566075035	-0.16859872218906	0	0	0	1	1
