chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr22	38578119	38657629	-	FAM227A	22	87785	1	79509	19747	1810947196	0	79510	5283	1810961660	0	79510	685	1810966258	0	79510	9783	1810957160	0	79510	3638	1810963305	0	79510	1898	1810965045	0	79510	22994	1810943949	0	79510	18136	1810948807	1	79509	15255	1810951688	-0.760144867421969	1.51370217557997	-1.51370217557997	0.218575035205345	0.317706991648477
chr14	73555114	73634722	-	AC005225.2	14	61657	0	79608	19748	1810947097	0	79608	5283	1810961562	0	79608	685	1810966160	0	79608	9783	1810957062	0	79608	3638	1810963207	0	79608	1898	1810964947	1	79607	22993	1810943852	1	79607	18135	1810948710	0	79608	15256	1810951589	-0.761376717614335	1.51931784488261	-1.51931784488261	0.2177227528401	0.3168561544704
chr2	164492416	164622482	-	GRB14	2	12479	0	130066	19748	1810896639	0	130066	5283	1810911104	0	130066	685	1810915702	0	130066	9783	1810906604	0	130066	3638	1810912749	0	130066	1898	1810914489	3	130063	22991	1810893396	1	130065	18135	1810898252	0	130066	15256	1810901131	-0.559163482673382	1.5202579619363	-1.5202579619363	0.217580460091233	0.31667064169807
chr7	80742537	80920051	-	SEMA3C	7	34973	1	177513	19747	1810849192	1	177513	5282	1810863657	0	177514	685	1810868254	2	177512	9781	1810859158	0	177514	3638	1810865301	1	177513	1897	1810867042	0	177514	22994	1810845945	1	177513	18135	1810850804	0	177514	15256	1810853683	-0.464711051868194	1.5219777841121	-1.5219777841121	0.217320440737368	0.316356850881274
chr5	146589506	146879765	-	PPP2R2B	5	27287	1	290258	19747	1810736447	0	290259	5283	1810750911	0	290259	685	1810755509	1	290258	9782	1810746412	0	290259	3638	1810752556	0	290259	1898	1810754296	6	290253	22988	1810733206	1	290258	18135	1810738059	2	290257	15254	1810740940	-0.350309731143774	1.52211362216622	-1.52211362216622	0.217299919211657	0.316348529930877
chr2	128090199	128195677	+	UGGT1	2	11827	0	105478	19748	1810921227	1	105477	5282	1810935693	0	105478	685	1810940290	1	105477	9782	1810931193	0	105478	3638	1810937337	0	105478	1898	1810939077	0	105478	22994	1810917981	0	105478	18136	1810922839	1	105477	15255	1810925720	-0.637302953118828	1.52433625049889	-1.52433625049889	0.216964466829813	0.315924748722408
chr7	66409142	66488990	-	LINC00174	7	34588	0	79848	19748	1810946857	0	79848	5283	1810961322	0	79848	685	1810965920	0	79848	9783	1810956822	0	79848	3638	1810962967	0	79848	1898	1810964707	0	79848	22994	1810943611	0	79848	18136	1810948469	2	79846	15254	1810951351	-0.764387096789876	1.53309889370576	-1.53309889370576	0.2156479512275	0.314243318139398
chr8	123850986	124120061	+	FER1L6	8	40187	1	269074	19747	1810757631	0	269075	5283	1810772095	0	269075	685	1810776693	0	269075	9783	1810767595	2	269073	3636	1810773742	0	269075	1898	1810775480	3	269072	22991	1810754387	2	269073	18134	1810759244	2	269073	15254	1810762124	-0.369835108330007	1.55299886595458	-1.55299886595458	0.212693272545676	0.310993009388701
chr3	108588721	108694840	+	DZIP3	3	17457	0	106119	19748	1810920586	1	106118	5282	1810935052	0	106119	685	1810939649	0	106119	9783	1810930551	0	106119	3638	1810936696	0	106119	1898	1810938436	1	106118	22993	1810917341	1	106118	18135	1810922199	0	106119	15256	1810925078	-0.643362047514949	1.55694667203352	-1.55694667203352	0.212112846776726	0.310336417153504
chr6	145884815	145965097	-	SHPRH	6	32355	0	80282	19748	1810946423	1	80281	5282	1810960889	0	80282	685	1810965486	0	80282	9783	1810956388	0	80282	3638	1810962533	0	80282	1898	1810964273	0	80282	22994	1810943177	1	80281	18135	1810948036	0	80282	15256	1810950915	-0.76980796528442	1.55810916004702	-1.55810916004702	0.21194229047848	0.310205544521612
chr20	49811880	49892242	+	SLC9A8	20	84513	0	80362	19748	1810946343	0	80362	5283	1810960808	0	80362	685	1810965406	0	80362	9783	1810956308	0	80362	3638	1810962453	0	80362	1898	1810964193	0	80362	22994	1810943097	1	80361	18135	1810947956	1	80361	15255	1810950836	-0.770804007926754	1.5627344516106	-1.5627344516106	0.211265292728687	0.309439642838898
chr17	17680457	17811453	+	RAI1	17	71595	0	130996	19748	1810895709	0	130996	5283	1810910174	0	130996	685	1810914772	0	130996	9783	1810905674	0	130996	3638	1810911819	0	130996	1898	1810913559	1	130995	22993	1810892464	2	130994	18134	1810897323	1	130995	15255	1810900202	-0.566288807965076	1.5633171168156	-1.5633171168156	0.211180190810807	0.309357406900762
chr7	157336024	157416475	+	DNAJB6	7	37242	0	80451	19748	1810946254	0	80451	5283	1810960719	0	80451	685	1810965317	0	80451	9783	1810956219	0	80451	3638	1810962364	1	80450	1897	1810964105	0	80451	22994	1810943008	0	80451	18136	1810947866	1	80450	15255	1810950747	-0.771910933277937	1.56788202794269	-1.56788202794269	0.210514861359701	0.308594336077986
chr11	95570039	95748715	+	AP000820.2	11	51718	1	178675	19747	1810848030	0	178676	5283	1810862494	0	178676	685	1810867092	1	178675	9782	1810857995	1	178675	3637	1810864140	0	178676	1898	1810865879	2	178674	22992	1810844785	1	178675	18135	1810849642	0	178676	15256	1810852521	-0.471236410849511	1.56870099902153	-1.56870099902153	0.210395760452258	0.308440906592342
chr20	50586107	50692542	-	RIPOR3	20	84561	0	106435	19748	1810920270	0	106435	5283	1810934735	0	106435	685	1810939333	0	106435	9783	1810930235	0	106435	3638	1810936380	0	106435	1898	1810938120	0	106435	22994	1810917024	0	106435	18136	1810921882	3	106432	15253	1810924765	-0.646335588726232	1.57310412358493	-1.57310412358493	0.209756791784673	0.30767305348137
chr16	11549612	11630210	-	LITAF	16	67367	1	80597	19747	1810946108	0	80598	5283	1810960572	0	80598	685	1810965170	1	80597	9782	1810956073	0	80598	3638	1810962217	0	80598	1898	1810963957	0	80598	22994	1810942861	0	80598	18136	1810947719	0	80598	15256	1810950599	-0.773736570353199	1.57639343524352	-1.57639343524352	0.209280955815806	0.307207074946162
chr12	19439580	19520223	+	AEBP2	12	53940	1	80642	19747	1810946063	1	80642	5282	1810960528	0	80643	685	1810965125	0	80643	9783	1810956027	0	80643	3638	1810962172	0	80643	1898	1810963912	0	80643	22994	1810942816	0	80643	18136	1810947674	0	80643	15256	1810950554	-0.774294750525692	1.57900209305808	-1.57900209305808	0.208904492497223	0.306696598267703
chr10	19815238	20280357	+	PLXDC2	10	44672	4	465115	19744	1810561590	1	465118	5282	1810576052	0	465119	685	1810580649	4	465115	9779	1810571555	0	465119	3638	1810577696	0	465119	1898	1810579436	5	465114	22989	1810558345	3	465116	18133	1810563201	2	465117	15254	1810566080	-0.275299693642831	1.58139125304297	-1.58139125304297	0.208560408505053	0.3063241226849
chr7	157137925	157269370	+	UBE3C	7	37237	1	131444	19747	1810895261	0	131445	5283	1810909725	0	131445	685	1810914323	0	131445	9783	1810905225	0	131445	3638	1810911370	0	131445	1898	1810913110	1	131444	22993	1810892015	0	131445	18136	1810896872	2	131443	15254	1810899754	-0.569710777941507	1.58425243664533	-1.58425243664533	0.208149226114464	0.305819542884453
chr13	27066155	27172811	-	USP12	13	58084	0	106656	19748	1810920049	0	106656	5283	1810934514	0	106656	685	1810939112	0	106656	9783	1810930014	0	106656	3638	1810936159	0	106656	1898	1810937899	2	106654	22992	1810916805	1	106655	18135	1810921662	0	106656	15256	1810924541	-0.648409955812493	1.58443674026057	-1.58443674026057	0.208122772620464	0.305819542884453
chr12	40224010	40304976	+	LRRK2	12	54358	2	80964	19746	1810945741	0	80966	5283	1810960204	0	80966	685	1810964802	0	80966	9783	1810955704	0	80966	3638	1810961849	0	80966	1898	1810963589	0	80966	22994	1810942493	0	80966	18136	1810947351	0	80966	15256	1810950231	-0.778292250807544	1.59776339866221	-1.59776339866221	0.206220457939718	0.303653264750737
chr10	77012197	77093170	-	KCNMA1	10	46035	0	80973	19748	1810945732	1	80972	5282	1810960198	0	80973	685	1810964795	0	80973	9783	1810955697	0	80973	3638	1810961842	0	80973	1898	1810963582	0	80973	22994	1810942486	0	80973	18136	1810947344	1	80972	15255	1810950225	-0.778378707992354	1.59817126858979	-1.59817126858979	0.206162561266705	0.303588934981784
chr1	243124427	243256281	-	CEP170	1	8199	2	131852	19746	1810894853	1	131853	5282	1810909317	0	131854	685	1810913914	0	131854	9783	1810904816	0	131854	3638	1810910961	0	131854	1898	1810912701	0	131854	22994	1810891605	1	131853	18135	1810896464	0	131854	15256	1810899343	-0.572817752835437	1.60340191377327	-1.60340191377327	0.205421775482433	0.302811112572138
chr2	47402155	47483223	+	MSH2	2	9798	0	81068	19748	1810945637	0	81068	5283	1810960102	0	81068	685	1810964700	0	81068	9783	1810955602	0	81068	3638	1810961747	0	81068	1898	1810963487	2	81066	22992	1810942393	0	81068	18136	1810947249	0	81068	15256	1810950129	-0.779551308651075	1.60370096983388	-1.60370096983388	0.205379516945614	0.302769707366974
chr13	19702870	19784019	-	PSPC1	13	57916	2	81147	19746	1810945558	0	81149	5283	1810960021	0	81149	685	1810964619	0	81149	9783	1810955521	0	81149	3638	1810961666	0	81149	1898	1810963406	0	81149	22994	1810942310	0	81149	18136	1810947168	0	81149	15256	1810950048	-0.780550017566986	1.60842156596482	-1.60842156596482	0.204713823274497	0.30195500910577
chr11	74842967	74950116	-	XRRA1	11	51151	0	107149	19748	1810919556	0	107149	5283	1810934021	0	107149	685	1810938619	0	107149	9783	1810929521	0	107149	3638	1810935666	0	107149	1898	1810937406	0	107149	22994	1810916310	0	107149	18136	1810921168	3	107146	15253	1810924051	-0.653021929448636	1.60981003381312	-1.60981003381312	0.204518507546298	0.301750238277984
chr10	24981979	25063279	-	ENKUR	10	44768	0	81300	19748	1810945405	1	81299	5282	1810959871	0	81300	685	1810964468	0	81300	9783	1810955370	0	81300	3638	1810961515	0	81300	1898	1810963255	0	81300	22994	1810942159	0	81300	18136	1810947017	1	81299	15255	1810949898	-0.782409153872514	1.617234100122	-1.617234100122	0.203477884513918	0.300443090208617
chr9	26955478	27036800	+	IFT74	9	41396	0	81322	19748	1810945383	0	81322	5283	1810959848	0	81322	685	1810964446	1	81321	9782	1810955349	1	81321	3637	1810961494	0	81322	1898	1810963233	0	81322	22994	1810942137	0	81322	18136	1810946995	0	81322	15256	1810949875	-0.782679732599655	1.61851486144587	-1.61851486144587	0.20329899334445	0.300220443070762
chr2	238319517	238400897	+	TRAF3IP1	2	14541	0	81380	19748	1810945325	0	81380	5283	1810959790	0	81380	685	1810964388	1	81379	9782	1810955291	0	81380	3638	1810961435	0	81380	1898	1810963175	0	81380	22994	1810942079	0	81380	18136	1810946937	1	81379	15255	1810949818	-0.783392727417231	1.62190482486039	-1.62190482486039	0.202826391380297	0.299626071945714
chr16	78098678	78278696	+	WWOX	16	69841	0	180018	19748	1810846687	1	180017	5282	1810861153	1	180017	684	1810865751	1	180017	9782	1810856653	1	180017	3637	1810862798	0	180018	1898	1810864537	0	180018	22994	1810843441	2	180016	18134	1810848301	0	180018	15256	1810851179	-0.478719869391278	1.62329290807247	-1.62329290807247	0.202633249192811	0.299464976864213
chr2	8757193	8838600	-	KIDINS220	2	8684	0	81407	19748	1810945298	0	81407	5283	1810959763	0	81407	685	1810964361	1	81406	9782	1810955264	0	81407	3638	1810961408	0	81407	1898	1810963148	0	81407	22994	1810942052	1	81406	18135	1810946911	0	81407	15256	1810949790	-0.78372446523962	1.62348425993696	-1.62348425993696	0.202606640890337	0.299446364799324
chr2	31334320	31415742	-	XDH	2	9336	0	81422	19748	1810945283	0	81422	5283	1810959748	0	81422	685	1810964346	0	81422	9783	1810955248	0	81422	3638	1810961393	0	81422	1898	1810963133	1	81421	22993	1810942038	1	81421	18135	1810946896	0	81422	15256	1810949775	-0.783908717617761	1.6243593627587	-1.6243593627587	0.202485006477405	0.299307999543598
chr16	79675090	79807838	+	LINC01229	16	69877	1	132747	19747	1810893958	0	132748	5283	1810908422	0	132748	685	1810913020	1	132747	9782	1810903923	0	132748	3638	1810910067	0	132748	1898	1810911807	1	132747	22993	1810890712	1	132747	18135	1810895570	0	132748	15256	1810898449	-0.579575651708788	1.64552698004991	-1.64552698004991	0.199568828051301	0.295997822605196
chr16	29290219	29372110	+	AC025279.1	16	68083	0	81891	19748	1810944814	0	81891	5283	1810959279	0	81891	685	1810963877	0	81891	9783	1810954779	0	81891	3638	1810960924	0	81891	1898	1810962664	1	81890	22993	1810941569	1	81890	18135	1810946427	0	81891	15256	1810949306	-0.7896525851234	1.651843465399	-1.651843465399	0.198708211215635	0.295113529508895
chr1	206204672	206454700	+	SRGAP2	1	7126	2	250026	19746	1810776679	1	250027	5282	1810791143	0	250028	685	1810795740	1	250027	9782	1810786643	0	250028	3638	1810792787	0	250028	1898	1810794527	2	250026	22992	1810773433	2	250026	18134	1810778291	1	250027	15255	1810781170	-0.401778307396886	1.66841571219265	-1.66841571219265	0.196470871176472	0.292339352676021
chr4	36311189	36393410	-	AC104078.2	4	20814	0	82221	19748	1810944484	0	82221	5283	1810958949	0	82221	685	1810963547	0	82221	9783	1810954449	0	82221	3638	1810960594	0	82221	1898	1810962334	1	82220	22993	1810941239	0	82221	18136	1810946096	1	82220	15255	1810948977	-0.793674431013888	1.67126206820831	-1.67126206820831	0.19608957608726	0.291914057529137
chr20	41184820	41318186	-	ZHX3	20	84122	0	133366	19748	1810893339	0	133366	5283	1810907804	0	133366	685	1810912402	1	133365	9782	1810903305	0	133366	3638	1810909449	1	133365	1897	1810911190	0	133366	22994	1810890093	0	133366	18136	1810894951	2	133364	15254	1810897833	-0.584220616667589	1.67486168956384	-1.67486168956384	0.195608614597433	0.291259182446226
chr7	112328188	112410623	-	AC004112.1	7	35913	0	82435	19748	1810944270	0	82435	5283	1810958735	0	82435	685	1810963333	0	82435	9783	1810954235	0	82435	3638	1810960380	0	82435	1898	1810962120	0	82435	22994	1810941024	1	82434	18135	1810945883	1	82434	15255	1810948763	-0.796273920562473	1.68388760462403	-1.68388760462403	0.194408681202709	0.289916966168222
chr18	41954253	42087830	+	PIK3C3	18	76485	0	133577	19748	1810893128	0	133577	5283	1810907593	0	133577	685	1810912191	0	133577	9783	1810903093	0	133577	3638	1810909238	0	133577	1898	1810910978	3	133574	22991	1810889885	0	133577	18136	1810894740	1	133576	15255	1810897621	-0.585801616013506	1.68491431651637	-1.68491431651637	0.194272733174707	0.289754676095489
chr4	98260430	98442117	+	RAP1GDS1	4	22127	1	181686	19747	1810845019	1	181686	5282	1810859484	0	181687	685	1810864081	1	181686	9782	1810854984	0	181687	3638	1810861128	0	181687	1898	1810862868	0	181687	22994	1810841772	0	181687	18136	1810846630	3	181684	15253	1810849513	-0.487949416528968	1.69211886264384	-1.69211886264384	0.193321891808328	0.288537919968465
chr1	217426991	217632090	-	GPATCH2	1	7480	1	205098	19747	1810821607	0	205099	5283	1810836071	0	205099	685	1810840669	1	205098	9782	1810831572	0	205099	3638	1810837716	0	205099	1898	1810839456	1	205098	22993	1810818361	3	205096	18133	1810823221	1	205098	15255	1810826099	-0.455008613606767	1.69631919451058	-1.69631919451058	0.19277005055516	0.287855033210713
chr7	104126340	104209013	-	ORC5	7	35752	1	82672	19747	1810944033	0	82673	5283	1810958497	0	82673	685	1810963095	1	82672	9782	1810953998	0	82673	3638	1810960142	0	82673	1898	1810961882	0	82673	22994	1810940786	0	82673	18136	1810945644	0	82673	15256	1810948524	-0.79915703964587	1.69796269573271	-1.69796269573271	0.19255462773497	0.287593648176507
chr1	64833390	64967284	-	JAK1	1	3056	0	133894	19748	1810892811	0	133894	5283	1810907276	0	133894	685	1810911874	0	133894	9783	1810902776	1	133893	3637	1810908922	0	133894	1898	1810910661	2	133892	22992	1810889567	1	133893	18135	1810894424	0	133894	15256	1810897303	-0.588172139234113	1.70005716895685	-1.70005716895685	0.192280500828989	0.287264540708503
chr2	197692105	197774823	+	AC011997.1	2	13272	1	82717	19747	1810943988	0	82718	5283	1810958452	0	82718	685	1810963050	0	82718	9783	1810953952	0	82718	3638	1810960097	0	82718	1898	1810961837	0	82718	22994	1810940741	1	82717	18135	1810945600	0	82718	15256	1810948479	-0.799701214151656	1.70062817120925	-1.70062817120925	0.192205846508697	0.287173087361117
chr5	112736894	112846056	+	APC	5	26172	1	109161	19747	1810917544	0	109162	5283	1810932008	0	109162	685	1810936606	0	109162	9783	1810927508	0	109162	3638	1810933653	0	109162	1898	1810935393	1	109161	22993	1810914298	1	109161	18135	1810919156	0	109162	15256	1810922035	-0.671635745479019	1.71470827329904	-1.71470827329904	0.190375633878121	0.284856874585001
chr7	18508272	18666900	+	HDAC9	7	33438	0	158628	19748	1810868077	0	158628	5283	1810882542	0	158628	685	1810887140	1	158627	9782	1810878043	0	158628	3638	1810884187	0	158628	1898	1810885927	1	158627	22993	1810864832	2	158626	18134	1810869691	1	158627	15255	1810872570	-0.534545156380174	1.72112778062001	-1.72112778062001	0.189547939550184	0.283916636829216
chr1	246325812	246508312	-	SMYD3	1	8269	1	182499	19747	1810844206	0	182500	5283	1810858670	0	182500	685	1810863268	1	182499	9782	1810854171	1	182499	3637	1810860316	0	182500	1898	1810862055	1	182499	22993	1810840960	2	182498	18134	1810845819	0	182500	15256	1810848697	-0.492414649954374	1.72600957751274	-1.72600957751274	0.188921314670435	0.283176550723479
chr12	12356417	12465844	+	BORCS5	12	53753	1	109426	19747	1810917279	0	109427	5283	1810931743	0	109427	685	1810936341	0	109427	9783	1810927243	0	109427	3638	1810933388	0	109427	1898	1810935128	1	109426	22993	1810914033	1	109426	18135	1810918891	0	109427	15256	1810921770	-0.67406054441439	1.72867076797411	-1.72867076797411	0.188580741810887	0.282844637812243
chr15	49169477	49328503	+	GALK2	15	64347	1	159025	19747	1810867680	1	159025	5282	1810882145	0	159026	685	1810886742	2	159024	9781	1810877646	1	159025	3637	1810883790	0	159026	1898	1810885529	0	159026	22994	1810864433	0	159026	18136	1810869291	0	159026	15256	1810872171	-0.537051240486046	1.73889020131901	-1.73889020131901	0.187279507020058	0.281208800175515
chr2	178521826	178605405	+	TTN-AS1	2	12911	0	83579	19748	1810943126	0	83579	5283	1810957591	0	83579	685	1810962189	1	83578	9782	1810953092	0	83579	3638	1810959236	0	83579	1898	1810960976	0	83579	22994	1810939880	0	83579	18136	1810944738	1	83578	15255	1810947619	-0.810056786055561	1.75184025149792	-1.75184025149792	0.185645554286254	0.279302736120646
chr2	69461399	69644654	-	AAK1	2	10315	3	183252	19745	1810843453	0	183255	5283	1810857915	0	183255	685	1810862513	1	183254	9782	1810853416	0	183255	3638	1810859560	0	183255	1898	1810861300	1	183254	22993	1810840205	0	183255	18136	1810845062	1	183254	15255	1810847943	-0.496543522684636	1.75770094338804	-1.75770094338804	0.184911538041277	0.27843585858548
chr3	16883954	17090604	+	PLCL2	3	15282	3	206647	19745	1810820058	0	206650	5283	1810834520	0	206650	685	1810839118	0	206650	9783	1810830020	0	206650	3638	1810836165	0	206650	1898	1810837905	0	206650	22994	1810816809	2	206648	18134	1810821669	2	206648	15254	1810824549	-0.46254324665148	1.75771890534088	-1.75771890534088	0.184909293600478	0.27843585858548
chr6	35341613	35425393	+	PPARD	6	29992	0	83780	19748	1810942925	0	83780	5283	1810957390	0	83780	685	1810961988	1	83779	9782	1810952891	0	83780	3638	1810959035	0	83780	1898	1810960775	0	83780	22994	1810939679	1	83779	18135	1810944538	0	83780	15256	1810947417	-0.81245892849605	1.76385705126449	-1.76385705126449	0.184144148115291	0.277456315688557
chr12	31432374	31592012	-	DENND5B	12	54256	1	159637	19747	1810867068	0	159638	5283	1810881532	0	159638	685	1810886130	1	159637	9782	1810877033	1	159637	3637	1810883178	0	159638	1898	1810884917	1	159637	22993	1810863822	0	159638	18136	1810868679	1	159637	15255	1810871560	-0.540892640786719	1.7663221298717	-1.7663221298717	0.183837900149823	0.277073034668919
chr8	55878834	56014168	+	LYN	8	38763	1	135333	19747	1810891372	0	135334	5283	1810905836	0	135334	685	1810910434	0	135334	9783	1810901336	0	135334	3638	1810907481	0	135334	1898	1810909221	1	135333	22993	1810888126	1	135333	18135	1810892984	1	135333	15255	1810895864	-0.598870336098789	1.76940942555666	-1.76940942555666	0.183455184162434	0.276613289111477
chr16	72518417	72628732	-	LINC01572	16	69648	1	110314	19747	1810916391	1	110314	5282	1810930856	0	110315	685	1810935453	1	110314	9782	1810926356	0	110315	3638	1810932500	0	110315	1898	1810934240	0	110315	22994	1810913144	0	110315	18136	1810918002	0	110315	15256	1810920882	-0.682143315839969	1.77571838721633	-1.77571838721633	0.182675963972889	0.275632887663916
chr15	39600030	39783841	-	FSIP1	15	63769	1	183810	19747	1810842895	0	183811	5283	1810857359	0	183811	685	1810861957	1	183810	9782	1810852860	0	183811	3638	1810859004	1	183810	1897	1810860745	2	183809	22992	1810839650	1	183810	18135	1810844507	0	183811	15256	1810847386	-0.499573311015241	1.78116786153987	-1.78116786153987	0.182005985141011	0.274757798820685
chrX	16945861	17153272	+	REPS2	23	88756	2	207409	19746	1810819296	2	207409	5281	1810833761	0	207411	685	1810838357	0	207411	9783	1810829259	0	207411	3638	1810835404	0	207411	1898	1810837144	0	207411	22994	1810816048	2	207409	18134	1810820908	1	207410	15255	1810823787	-0.466219476085586	1.78813322680071	-1.78813322680071	0.18115377617809	0.273756827614818
chr12	112907627	113018751	-	AC004551.1	12	57003	2	111122	19746	1810915583	1	111123	5282	1810930047	0	111124	685	1810934644	0	111124	9783	1810925546	0	111124	3638	1810931691	0	111124	1898	1810933431	0	111124	22994	1810912335	0	111124	18136	1810917193	0	111124	15256	1810920073	-0.689450576687029	1.81891635851935	-1.81891635851935	0.177442319718748	0.268894329463155
chr2	69740973	69825781	+	ANXA4	2	10320	0	84808	19748	1810941897	0	84808	5283	1810956362	1	84807	684	1810960961	0	84808	9783	1810951862	0	84808	3638	1810958007	0	84808	1898	1810959747	1	84807	22993	1810938652	0	84808	18136	1810943509	0	84808	15256	1810946389	-0.824655100886375	1.82567484257743	-1.82567484257743	0.176639266911802	0.2678356667186
chr1	186827948	186988981	+	PLA2G4A	1	6636	2	161031	19746	1810865674	0	161033	5283	1810880137	0	161033	685	1810884735	0	161033	9783	1810875637	0	161033	3638	1810881782	0	161033	1898	1810883522	2	161031	22992	1810862428	0	161033	18136	1810867284	1	161032	15255	1810870165	-0.549594039889907	1.82940410450101	-1.82940410450101	0.17619794590165	0.267311950445935
chr1	65147202	65232145	+	AK4	1	3077	1	84942	19747	1810941763	0	84943	5283	1810956227	0	84943	685	1810960825	0	84943	9783	1810951727	1	84942	3637	1810957873	0	84943	1898	1810959612	0	84943	22994	1810938516	0	84943	18136	1810943374	0	84943	15256	1810946254	-0.826245747212371	1.83383749146014	-1.83383749146014	0.175674951807215	0.266632099393718
chr20	13007971	13169103	+	SPTLC3	20	83249	1	161131	19747	1810865574	1	161131	5282	1810880039	0	161132	685	1810884636	2	161130	9781	1810875540	0	161132	3638	1810881683	0	161132	1898	1810883423	0	161132	22994	1810862327	1	161131	18135	1810867186	0	161132	15256	1810870065	-0.550208670381701	1.83391161775216	-1.83391161775216	0.175666222561267	0.266632099393718
chr12	116917692	117029111	+	FBXW8	12	57123	2	111417	19746	1810915288	0	111419	5283	1810929751	0	111419	685	1810934349	0	111419	9783	1810925251	0	111419	3638	1810931396	0	111419	1898	1810933136	0	111419	22994	1810912040	0	111419	18136	1810916898	1	111418	15255	1810919779	-0.692101925829601	1.83474552305415	-1.83474552305415	0.175568054806763	0.266545589530773
chr5	146202549	146339251	+	AC091959.3	5	27271	0	136702	19748	1810890003	0	136702	5283	1810904468	0	136702	685	1810909066	0	136702	9783	1810899968	0	136702	3638	1810906113	0	136702	1898	1810907853	2	136700	22992	1810886759	1	136701	18135	1810891616	1	136701	15255	1810894496	-0.608928721134809	1.83612791029736	-1.83612791029736	0.175405458722496	0.26631766052182
chr3	52315318	52400491	+	DNAH1	3	16542	0	85173	19748	1810941532	0	85173	5283	1810955997	0	85173	685	1810960595	1	85172	9782	1810951498	1	85172	3637	1810957643	0	85173	1898	1810959382	0	85173	22994	1810938286	0	85173	18136	1810943144	0	85173	15256	1810946024	-0.828949921283725	1.84776746621355	-1.84776746621355	0.17404327466649	0.264606706261484
chr7	133252072	133484197	+	EXOC4	7	36415	4	232121	19744	1810794584	0	232125	5283	1810809045	0	232125	685	1810813643	2	232123	9781	1810804547	0	232125	3638	1810810690	0	232125	1898	1810812430	2	232123	22992	1810791336	0	232125	18136	1810796192	0	232125	15256	1810799072	-0.445265051783046	1.85000154189765	-1.85000154189765	0.173783215028202	0.26432417109251
chr20	8131525	8649989	+	PLCB1	20	83174	3	518461	19745	1810508244	1	518463	5282	1810522707	0	518464	685	1810527304	5	518459	9778	1810518211	0	518464	3638	1810524351	1	518463	1897	1810526092	7	518457	22987	1810505002	3	518461	18133	1810509856	1	518463	15255	1810512734	-0.283802522743652	1.86295835021883	-1.86295835021883	0.172283752182028	0.26237968160181
chrX	54072252	54184255	-	FAM120C	23	89593	0	112003	19748	1810914702	0	112003	5283	1810929167	0	112003	685	1810933765	0	112003	9783	1810924667	0	112003	3638	1810930812	0	112003	1898	1810932552	1	112002	22993	1810911457	2	112001	18134	1810916316	0	112003	15256	1810919194	-0.697330070743126	1.86621076893061	-1.86621076893061	0.171909696528713	0.261903350141105
chr8	116644816	116756823	-	EIF3H	8	40038	1	112006	19747	1810914699	1	112006	5282	1810929164	0	112007	685	1810933761	0	112007	9783	1810924663	0	112007	3638	1810930808	0	112007	1898	1810932548	0	112007	22994	1810911452	1	112006	18135	1810916311	0	112007	15256	1810919190	-0.6973657698331	1.86643096525222	-1.86643096525222	0.171884405846573	0.261883492564441
chr11	111786283	111871865	-	ALG9	11	52030	0	85582	19748	1810941123	1	85581	5282	1810955589	0	85582	685	1810960186	0	85582	9783	1810951088	0	85582	3638	1810957233	0	85582	1898	1810958973	0	85582	22994	1810937877	0	85582	18136	1810942735	1	85581	15255	1810945616	-0.833740662501511	1.87261062907055	-1.87261062907055	0.171176380202314	0.260916372933575
chr11	118003633	118089299	-	SMIM35	11	52306	1	85665	19747	1810941040	0	85666	5283	1810955504	0	85666	685	1810960102	0	85666	9783	1810951004	0	85666	3638	1810957149	0	85666	1898	1810958889	1	85665	22993	1810937794	0	85666	18136	1810942651	0	85666	15256	1810945531	-0.834721752189098	1.87772359699011	-1.87772359699011	0.170593101491681	0.26019436073758
chr7	139828253	139914029	+	TBXAS1	7	36580	0	85776	19748	1810940929	0	85776	5283	1810955394	0	85776	685	1810959992	0	85776	9783	1810950894	0	85776	3638	1810957039	0	85776	1898	1810958779	1	85775	22993	1810937684	1	85775	18135	1810942542	0	85776	15256	1810945421	-0.836005044583939	1.88442588690668	-1.88442588690668	0.169831968317727	0.259144445264934
chr14	74500731	74613072	-	LTBP2	14	61736	1	112340	19747	1810914365	0	112341	5283	1810928829	0	112341	685	1810933427	0	112341	9783	1810924329	0	112341	3638	1810930474	0	112341	1898	1810932214	0	112341	22994	1810911118	2	112339	18134	1810915978	0	112341	15256	1810918856	-0.700343486504322	1.88449833821505	-1.88449833821505	0.169823761839058	0.259144445264934
chr13	21492690	21605170	-	MICU2	13	57982	1	112479	19747	1810914226	0	112480	5283	1810928690	1	112479	684	1810933289	0	112480	9783	1810924190	1	112479	3637	1810930336	0	112480	1898	1810932075	0	112480	22994	1810910979	0	112480	18136	1810915837	0	112480	15256	1810918717	-0.701580115716353	1.8920332044363	-1.8920332044363	0.168972774509272	0.258156322186654
